Gene,Description,padj_maSigPro,clusters_maSigPro,Fold_change_h_vs_c,padj_h_vs_c,Fold_change_p_vs_c,padj_p_vs_c,Fold_change_a_vs_c,padj_a_vs_c,Fold_change_r_vs_c,padj_r_vs_c,Fold_change_a_vs_r,padj_a_vs_r,Fold_change_h_vs_a,padj_h_vs_a
TCAL_09729,Similar to slc39a1 Zinc transporter ZIP1 (Danio rerio),0.000199416,7,NA,NA,NA,NA,NA,NA,0.240088993,0.063670539,NA,NA,NA,NA
TCAL_09738,Similar to mcm4-b DNA replication licensing factor mcm4-B (Xenopus laevis),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305989134,0.093193398,NA,NA
TCAL_09761,Protein of unknown function,0.000181746,9,NA,NA,NA,NA,NA,NA,-0.329802005,0.062719951,-0.34127493,0.058346863,NA,NA
TCAL_09764,Protein of unknown function,0.003814779,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_09780,Similar to KCNK6 Potassium channel subfamily K member 6 (Homo sapiens),0.001376043,6,NA,NA,NA,NA,NA,NA,-0.402845682,0.020435933,NA,NA,NA,NA
TCAL_09781,Similar to KLHL12 Kelch-like protein 12 (Homo sapiens),0.000499937,6,NA,NA,NA,NA,-0.330712629,0.054352173,-0.389667316,0.01449518,NA,NA,NA,NA
TCAL_09783,Similar to (S)-coclaurine N-methyltransferase (Thalictrum flavum subsp. glaucum),5.56E-08,6,NA,NA,-0.320400639,0.005383852,-0.345986152,0.001164433,-0.377800626,0.000222303,NA,NA,NA,NA
TCAL_09793,Similar to TMEM68 Transmembrane protein 68 (Bos taurus),0.000800082,2,NA,NA,NA,NA,0.223608731,0.030338145,NA,NA,NA,NA,NA,NA
TCAL_09805,Similar to slc46a1 Proton-coupled folate transporter (Danio rerio),NA,NA,NA,NA,NA,NA,0.494633543,0.03472311,NA,NA,NA,NA,NA,NA
TCAL_09826,Protein of unknown function,0.004132997,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_09848,Similar to NAV2 Neuron navigator 2 (Homo sapiens),2.08E-07,2,NA,NA,NA,NA,0.688953549,7.37E-05,NA,NA,-0.55849881,0.003453431,-0.639377443,0.002670254
TCAL_09874,Similar to agmo Alkylglycerol monooxygenase (Xenopus tropicalis),6.27E-22,8,NA,NA,-0.457786848,0.00102617,-0.550555776,1.34E-05,-0.908077084,7.45E-15,-0.357521308,0.030338417,0.409199806,0.021081746
TCAL_09880,Similar to CG32795 Transmembrane protein 120 homolog (Drosophila melanogaster),0.001700228,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_09890,Similar to clpX ATP-dependent Clp protease ATP-binding subunit ClpX (Cupriavidus necator (strain JMP 134 / LMG 1197)),5.59E-47,8,-0.767042498,1.29E-06,-1.529119007,3.57E-27,-1.315419342,6.31E-21,-2.429922417,2.53E-60,-1.114503075,1.89E-11,0.548376845,0.011427781
TCAL_09910,Similar to PAT23 Probable protein S-acyltransferase 23 (Arabidopsis thaliana),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.360957492,0.039623874,NA,NA
TCAL_09912,Similar to Aplip1 JNK-interacting protein 1 (Drosophila melanogaster),6.22E-05,7,NA,NA,NA,NA,0.277490782,0.054364194,NA,NA,NA,NA,-0.311671205,0.095431863
TCAL_09919,"Similar to xynB Endo-1,4-beta-xylanase B (Neocallimastix patriciarum)",7.69E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,1.584623197,0.003466921,NA,NA
TCAL_09920,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.234457864,0.052174978,NA,NA
TCAL_09931,Similar to FAIM Fas apoptotic inhibitory molecule 1 (Bos taurus),0.00055225,5,NA,NA,NA,NA,0.460256917,0.050955299,NA,NA,NA,NA,-0.546742658,0.055738135
TCAL_09961,nephrin isoform X2,2.27E-07,9,NA,NA,NA,NA,NA,NA,-0.658310416,0.003738762,-0.974621065,5.64E-07,NA,NA
TCAL_09973,Similar to CYP2G1 Cytochrome P450 2G1 (Oryctolagus cuniculus),NA,NA,NA,NA,NA,NA,NA,NA,0.477808488,0.026250031,NA,NA,NA,NA
TCAL_09977,Protein of unknown function,3.21E-15,1,0.294802056,0.066842771,0.536628983,4.69E-07,0.581315111,1.34E-08,0.584613339,9.88E-09,NA,NA,NA,NA
TCAL_09981,"Similar to PC Pyruvate carboxylase, mitochondrial (Homo sapiens)",2.51E-08,1,NA,NA,0.266149244,0.008715377,0.302124787,0.000953579,0.309761872,0.000556259,NA,NA,NA,NA
TCAL_10003,Similar to Calpain (Schistosoma mansoni),0.001065643,2,NA,NA,NA,NA,0.213067898,0.032380872,NA,NA,NA,NA,NA,NA
TCAL_10011,Similar to Mitf Microphthalmia-associated transcription factor (Rattus norvegicus),0.000415762,6,NA,NA,-0.36184262,0.099989531,NA,NA,-0.409832462,0.027093459,NA,NA,NA,NA
TCAL_10020,Similar to Cyp18a1 Cytochrome P450 18a1 (Drosophila melanogaster),2.02E-08,1,NA,NA,NA,NA,NA,NA,NA,NA,0.990701892,0.000125561,NA,NA
TCAL_10021,Similar to Ptp99A Tyrosine-protein phosphatase 99A (Drosophila melanogaster),0.000331454,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.298799746,0.010506323,NA,NA
TCAL_10027,Similar to Venom carboxylesterase-6 (Apis mellifera),NA,NA,NA,NA,NA,NA,0.242378338,0.085952704,NA,NA,NA,NA,NA,NA
TCAL_10032,golgin subfamily B member 1,0.000437943,4,NA,NA,NA,NA,-0.337700092,0.016022707,NA,NA,0.406225353,0.002154774,NA,NA
TCAL_10080,Protein of unknown function,0.008155344,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10081,Similar to sip-1 Stress-induced protein 1 (Caenorhabditis elegans),2.63E-11,2,1.14074757,0.008857323,1.225118723,0.001371847,2.473341734,9.80E-16,0.971019163,0.017074829,-1.502322571,9.46E-06,-1.332594164,0.001143084
TCAL_10087,Similar to Ablim1 Actin-binding LIM protein 1 (Mus musculus),0.004235451,5,NA,NA,NA,NA,0.373349032,0.031354755,NA,NA,NA,NA,NA,NA
TCAL_10091,Similar to Mecp2 Methyl-CpG-binding protein 2 (Rattus norvegicus),2.25E-22,2,NA,NA,0.247331327,0.001613682,0.182309245,0.034339726,-0.224242883,0.005035521,-0.406552128,8.76E-10,NA,NA
TCAL_10094,Similar to DCL4 Dicer-like protein 4 (Arabidopsis thaliana),NA,NA,NA,NA,NA,NA,-0.383247577,0.021794765,NA,NA,NA,NA,NA,NA
TCAL_10104,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,0.936980535,0.074932936,0.916159346,0.095204676,NA,NA
TCAL_10115,Similar to Grwd1 Glutamate-rich WD repeat-containing protein 1 (Mus musculus),NA,NA,NA,NA,NA,NA,-0.191127842,0.090400992,NA,NA,NA,NA,NA,NA
TCAL_10132,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.466670752,0.070365649,NA,NA,NA,NA,NA,NA
TCAL_10150,Similar to ETS2 Protein C-ets-2 (Bos taurus),8.68E-07,1,NA,NA,NA,NA,NA,NA,0.742738308,0.000332497,0.620403508,0.006557172,NA,NA
TCAL_10154,Similar to Cyp4c3 Cytochrome P450 4c3 (Drosophila melanogaster),6.13E-06,8,NA,NA,-0.352158325,0.096077161,-0.480447403,0.003471129,-0.346149789,0.075796737,NA,NA,0.432568523,0.055738135
TCAL_10170,Protein of unknown function,6.66E-14,5,-0.491982698,0.017288669,NA,NA,NA,NA,-0.752683426,1.34E-06,-0.673681059,3.92E-05,NA,NA
TCAL_10176,Similar to TACR2 Substance-K receptor (Canis lupus familiaris),2.97E-12,5,-0.579728687,0.096046106,NA,NA,NA,NA,-0.885513794,0.000165871,-1.058088472,1.81E-06,-0.752303365,0.008631565
TCAL_10197,Similar to SYNCRIP Heterogeneous nuclear ribonucleoprotein Q (Homo sapiens),0.005499485,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.15802929,0.08516758,NA,NA
TCAL_10213,Protein of unknown function,0.001224875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10215,Similar to fahd2 Fumarylacetoacetate hydrolase domain-containing protein 2 (Xenopus laevis),1.36E-05,6,NA,NA,-0.34335248,0.00615983,-0.293248973,0.021264381,-0.285321822,0.028378932,NA,NA,NA,NA
TCAL_10217,Similar to SamDC S-adenosylmethionine decarboxylase proenzyme (Drosophila melanogaster),9.89E-10,9,NA,NA,NA,NA,NA,NA,-0.728165107,4.29E-09,-0.714924277,1.04E-08,NA,NA
TCAL_10218,Similar to NFE2L1 Nuclear factor erythroid 2-related factor 1 (Gallus gallus),0.001470601,6,NA,NA,NA,NA,-0.438740785,0.022446043,NA,NA,NA,NA,NA,NA
TCAL_10223,Protein of unknown function,0.000698248,8,NA,NA,NA,NA,-0.939588808,0.04847294,NA,NA,NA,NA,NA,NA
TCAL_10232,Similar to AQP10 Aquaporin-10 (Milnesium tardigradum),0.001156178,9,NA,NA,NA,NA,NA,NA,-0.341021029,0.019561834,-0.370618937,0.011049532,NA,NA
TCAL_10251,Similar to MAPKKK5 Mitogen-activated protein kinase kinase kinase 5 (Arabidopsis thaliana),4.23E-05,6,NA,NA,NA,NA,NA,NA,-0.362372596,0.001059916,NA,NA,NA,NA
TCAL_10255,Similar to Morn1 MORN repeat-containing protein 1 (Rattus norvegicus),NA,NA,NA,NA,NA,NA,NA,NA,-0.260556932,0.065192731,NA,NA,NA,NA
TCAL_10257,Protein of unknown function,3.33E-05,5,NA,NA,0.90863171,0.047145328,0.880229485,0.038441576,NA,NA,NA,NA,NA,NA
TCAL_10264,Similar to SLC40A1 Solute carrier family 40 member 1 (Homo sapiens),2.52E-05,8,NA,NA,NA,NA,NA,NA,-0.576885606,0.000314635,-0.473586087,0.009306685,NA,NA
TCAL_10270,Similar to Lrmda Leucine-rich melanocyte differentiation-associated protein (Mus musculus),NA,NA,NA,NA,NA,NA,0.67196349,0.071425066,NA,NA,NA,NA,NA,NA
TCAL_10291,solute carrier family 35 member G1,8.39E-09,2,NA,NA,NA,NA,NA,NA,NA,NA,-1.068693251,0.011392082,NA,NA
TCAL_10328,Similar to PHYHD1 Phytanoyl-CoA dioxygenase domain-containing protein 1 (Homo sapiens),2.61E-08,7,NA,NA,0.480283419,0.095313683,0.608137217,0.007745268,0.787065588,0.000103432,NA,NA,NA,NA
TCAL_10329,Similar to Glutamine synthetase (Panulirus argus),2.23E-09,7,0.3074516,0.078982636,0.379121092,0.004325281,0.504159806,1.17E-05,0.527478295,2.85E-06,NA,NA,NA,NA
TCAL_10332,"Similar to Sarcoplasmic calcium-binding proteins II, V, VI, and VII (Branchiostoma lanceolatum)",1.80E-05,2,NA,NA,0.201279604,0.06381826,0.258142831,0.003424564,NA,NA,-0.192149534,0.073771912,NA,NA
TCAL_10333,Similar to Pex12 Peroxisome assembly protein 12 (Mus musculus),2.72E-05,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.661120183,0.004313859,NA,NA
TCAL_10334,Similar to SNAPC3 snRNA-activating protein complex subunit 3 (Macaca fascicularis),4.09E-05,2,0.44893183,0.019778232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10335,Similar to Rop Protein ROP (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,0.38368755,0.017635961,NA,NA,NA,NA,NA,NA
TCAL_10336,Similar to Venom serine protease Bi-VSP (Bombus ignitus),9.53E-10,2,NA,NA,0.311276695,0.002539064,0.425781276,1.67E-06,NA,NA,-0.302843592,0.002983085,NA,NA
TCAL_10339,Similar to Ggt1 Glutathione hydrolase 1 proenzyme (Rattus norvegicus),0.000200599,8,NA,NA,NA,NA,NA,NA,-0.264495223,0.06906063,NA,NA,NA,NA
TCAL_10349,Protein of unknown function,2.23E-12,2,NA,NA,NA,NA,0.516235581,0.000518395,NA,NA,-0.737617306,7.83E-08,-0.514429147,0.003983145
TCAL_10367,Similar to Tret1 Facilitated trehalose transporter Tret1 (Bombyx mori),1.81E-06,4,-0.543760453,0.048270669,-0.499397875,0.047673513,-0.623626496,0.00311041,NA,NA,0.576166948,0.011286977,NA,NA
TCAL_10385,Similar to pyx Transient receptor potential channel pyrexia (Drosophila melanogaster),0.000264905,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10392,Similar to Snx25 Sorting nexin-25 (Mus musculus),0.000354381,7,NA,NA,NA,NA,0.30032545,0.070973217,0.33473979,0.034920361,NA,NA,NA,NA
TCAL_10393,Similar to ITPKA Inositol-trisphosphate 3-kinase A (Homo sapiens),0.001227189,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.376154531,0.065821177
TCAL_10397,Similar to SOX2 Transcription factor SOX-2 (Gallus gallus),6.36E-05,7,NA,NA,NA,NA,NA,NA,0.388060674,0.078398386,NA,NA,NA,NA
TCAL_10406,Protein of unknown function,0.001380076,2,0.283170613,0.062759186,NA,NA,0.435277429,1.59E-05,NA,NA,-0.33169137,0.003380741,NA,NA
TCAL_10412,Similar to Calmodulin (Chlamydomonas reinhardtii),0.000346493,6,NA,NA,NA,NA,-0.366169604,0.003207308,NA,NA,NA,NA,NA,NA
TCAL_10425,Similar to PDSS1 Decaprenyl-diphosphate synthase subunit 1 (Homo sapiens),0.002103178,4,NA,NA,NA,NA,-0.746986856,0.023175235,NA,NA,0.6686955,0.071497703,NA,NA
TCAL_10492,Protein of unknown function,1.11E-07,2,0.320890785,0.039893312,NA,NA,0.544457939,3.29E-07,NA,NA,-0.6616009,1.20E-10,NA,NA
TCAL_10495,Similar to Double-stranded RNA-binding protein Staufen homolog (Aplysia californica),0.002222368,6,NA,NA,NA,NA,-1.386739812,0.029588731,NA,NA,1.849590332,0.000755891,1.818332975,0.005416758
TCAL_10497,Similar to PPP5C Serine/threonine-protein phosphatase 5 (Homo sapiens),2.04E-08,7,NA,NA,NA,NA,0.687935748,0.008427127,0.874989462,0.000176849,NA,NA,NA,NA
TCAL_10506,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,-0.988537974,0.09968122,NA,NA,NA,NA
TCAL_10507,Similar to Mcfd2 Multiple coagulation factor deficiency protein 2 homolog (Rattus norvegicus),1.04E-05,8,NA,NA,NA,NA,-0.489936092,0.001368258,-0.391132663,0.019704279,NA,NA,NA,NA
TCAL_10526,Protein of unknown function,0.004214719,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.404811405,0.028144438,NA,NA
TCAL_10530,Similar to Srp19 Signal recognition particle 19 kDa protein (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,-0.184816872,0.090410593,NA,NA,NA,NA,NA,NA
TCAL_10541,Similar to MARF1 Meiosis regulator and mRNA stability factor 1 (Bos taurus),0.000233215,2,NA,NA,NA,NA,NA,NA,-0.251283186,0.089642849,-0.270544022,0.065574385,NA,NA
TCAL_10543,Similar to amt-1 Putative ammonium transporter 1 (Caenorhabditis elegans),2.58E-06,6,NA,NA,-0.426487968,0.017736397,-0.366284786,0.041805672,-0.578671881,0.00012097,NA,NA,NA,NA
TCAL_10547,Similar to endou Poly(U)-specific endoribonuclease (Paralichthys olivaceus),2.87E-08,8,NA,NA,-0.222031147,0.044057041,-0.31138541,0.000390577,-0.317103843,0.000251632,NA,NA,NA,NA
TCAL_10581,Similar to acr-16 Acetylcholine receptor subunit alpha-type acr-16 (Caenorhabditis elegans),4.94E-13,7,0.422563407,0.015074097,0.564979318,3.97E-05,0.707220271,1.71E-08,0.704714849,1.84E-08,NA,NA,NA,NA
TCAL_10587,Similar to rab13 Ras-related protein Rab-13 (Danio rerio),4.13E-06,2,NA,NA,NA,NA,0.422437665,0.006056674,NA,NA,NA,NA,NA,NA
TCAL_10608,Similar to AKR1A1 Alcohol dehydrogenase [NADP(+)] (Bos taurus),0.000104006,8,NA,NA,NA,NA,NA,NA,-0.548329316,0.003189132,NA,NA,NA,NA
TCAL_10611,Similar to Chymotrypsin BI (Litopenaeus vannamei),NA,NA,NA,NA,NA,NA,NA,NA,-0.228258113,0.076704994,NA,NA,NA,NA
TCAL_10612,Similar to Chymotrypsin BII (Litopenaeus vannamei),4.01E-10,8,NA,NA,NA,NA,-0.300627199,0.005641368,-0.435853372,3.43E-06,NA,NA,NA,NA
TCAL_10614,Similar to HEXDC Hexosaminidase D (Homo sapiens),0.000898622,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10617,zinc finger ush isoform X3,2.50E-06,1,NA,NA,NA,NA,0.408273321,0.027807044,0.365090532,0.072063243,NA,NA,-0.460119532,0.049398059
TCAL_10619,Similar to SLC30A9 Zinc transporter 9 (Homo sapiens),0.000312915,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10621,Similar to SNRK SNF-related serine/threonine-protein kinase (Homo sapiens),2.68E-08,7,NA,NA,NA,NA,0.193260474,0.004396421,NA,NA,NA,NA,-0.165299532,0.095431863
TCAL_10650,Similar to nrxn1a Neurexin-1a (Danio rerio),0.001508659,3,NA,NA,NA,NA,0.445884663,0.013242468,NA,NA,-0.366310602,0.080247741,-0.425104441,0.090394981
TCAL_10651,Similar to litaf Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (Xenopus tropicalis),1.22E-10,2,NA,NA,0.276817427,0.073371779,0.420550268,0.000300236,NA,NA,-0.616150439,4.72E-09,NA,NA
TCAL_10665,Similar to EHD1 EH domain-containing protein 1 (Arabidopsis thaliana),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276722894,0.094404162,NA,NA
TCAL_10671,Similar to Serine protease inhibitor dipetalogastin (Fragment) (Dipetalogaster maximus),4.29E-23,2,0.796006744,3.76E-10,0.74826905,2.35E-09,1.052073849,2.36E-19,NA,NA,-1.310487531,4.78E-30,NA,NA
TCAL_10674,Protein of unknown function,7.25E-09,4,NA,NA,NA,NA,-1.23284133,5.40E-05,0.639682528,0.081949299,1.872523859,5.69E-12,1.066608613,0.006220263
TCAL_10676,Similar to VWA5A von Willebrand factor A domain-containing protein 5A (Homo sapiens),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284131836,0.044702342,NA,NA
TCAL_10683,Protein of unknown function,3.44E-05,2,NA,NA,0.734891013,0.083148837,1.015067851,0.001642194,NA,NA,-0.828696964,0.021264356,NA,NA
TCAL_10695,Similar to tsl Torso-like protein (Drosophila melanogaster),NA,NA,NA,NA,1.585233901,0.034634141,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10703,Protein of unknown function,NA,NA,NA,NA,-0.385688959,0.061927406,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10716,Protein of unknown function,3.90E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10724,Similar to DDO D-aspartate oxidase (Bos taurus),NA,NA,NA,NA,NA,NA,0.243189016,0.0851217,NA,NA,NA,NA,NA,NA
TCAL_10736,Similar to Cnot3 CCR4-NOT transcription complex subunit 3 (Mus musculus),0.001418679,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.200486622,0.073570984,NA,NA
TCAL_10744,Similar to Dll Homeotic protein distal-less (Drosophila melanogaster),4.11E-11,4,NA,NA,NA,NA,-1.507956102,4.71E-06,0.747993729,0.033721552,2.255949831,2.08E-14,1.39534105,0.00036238
TCAL_10767,Similar to NR1I3 Nuclear receptor subfamily 1 group I member 3 (Callorhinus ursinus),6.73E-08,8,-0.947750152,0.00049867,-1.144199729,2.18E-06,-0.715871871,0.01048079,-0.87743686,0.000563318,NA,NA,NA,NA
TCAL_10768,Similar to Trypsin-1 (Astacus astacus),8.85E-07,6,NA,NA,NA,NA,-0.353350051,0.00928309,-0.48106344,5.27E-05,NA,NA,NA,NA
TCAL_10785,Similar to Smyd4 SET and MYND domain-containing protein 4 (Mus musculus),NA,NA,NA,NA,-1.513672536,0.077941273,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10797,Similar to Pineal opsin (Petromyzon marinus),2.52E-08,8,NA,NA,NA,NA,NA,NA,-0.540096675,1.42E-05,-0.361671811,0.01923182,NA,NA
TCAL_10822,Protein of unknown function,9.58E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10841,Similar to SBSPON Somatomedin-B and thrombospondin type-1 domain-containing protein (Bos taurus),0.005609082,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10843,Similar to Fbxl14 F-box/LRR-repeat protein 14 (Mus musculus),1.11E-09,1,NA,NA,NA,NA,NA,NA,0.734416572,0.000249478,0.836421247,2.16E-05,NA,NA
TCAL_10844,Similar to Fbxl14 F-box/LRR-repeat protein 14 (Mus musculus),2.97E-07,1,NA,NA,NA,NA,NA,NA,0.490765989,0.008791197,0.441375861,0.032372171,NA,NA
TCAL_10845,Similar to cher Filamin-A (Drosophila melanogaster),0.000866479,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10848,"Similar to msta Protein msta, isoform A (Drosophila melanogaster)",NA,NA,NA,NA,NA,NA,NA,NA,0.732934264,0.0632415,NA,NA,NA,NA
TCAL_10859,Similar to SEC14L4 SEC14-like protein 4 (Homo sapiens),0.000772398,8,NA,NA,NA,NA,NA,NA,-0.764410342,0.060854159,NA,NA,NA,NA
TCAL_10869,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.405234387,0.066310629,NA,NA,-0.451567557,0.039623874,NA,NA
TCAL_10876,Protein of unknown function,0.000509207,8,NA,NA,NA,NA,-0.240970128,0.021264381,NA,NA,NA,NA,NA,NA
TCAL_10877,Protein of unknown function,9.58E-05,1,NA,NA,NA,NA,NA,NA,0.350263464,0.007352492,NA,NA,NA,NA
TCAL_10896,Similar to mew Integrin alpha-PS1 (Drosophila melanogaster),0.000528881,4,NA,NA,-0.379404017,0.059642308,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10908,Similar to Carboxypeptidase B (Astacus astacus),4.33E-13,8,NA,NA,-0.256463733,0.007908749,-0.266788076,0.003164133,-0.437149697,1.50E-08,NA,NA,NA,NA
TCAL_10931,Protein of unknown function,3.20E-08,7,NA,NA,NA,NA,0.325912218,5.24E-05,0.343113868,1.32E-05,NA,NA,NA,NA
TCAL_10934,Similar to CYP15A1 Methyl farnesoate epoxidase (Diploptera punctata),1.33E-06,6,NA,NA,-0.854952988,0.009287706,-1.07558209,0.000184419,-0.966489965,0.001084015,NA,NA,NA,NA
TCAL_10939,Similar to Calmodulin (Plasmodium falciparum),7.62E-05,8,NA,NA,NA,NA,-0.561264068,0.077588363,-0.645180532,0.032643003,NA,NA,NA,NA
TCAL_10942,Similar to Uncharacterized protein C2orf42 homolog (Mus musculus),2.22E-05,6,NA,NA,NA,NA,-0.290451851,0.057991512,-0.301667515,0.049873,NA,NA,NA,NA
TCAL_10967,Similar to Trpv5 Transient receptor potential cation channel subfamily V member 5 (Rattus norvegicus),5.76E-05,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_10973,Similar to ACSL4 Long-chain-fatty-acid--CoA ligase 4 (Homo sapiens),4.00E-05,2,NA,NA,0.434918294,0.011096105,0.448063244,0.00534221,NA,NA,NA,NA,NA,NA
TCAL_10996,Similar to GALNT1 Polypeptide N-acetylgalactosaminyltransferase 1 (Sus scrofa),0.001676905,4,NA,NA,NA,NA,NA,NA,0.67543842,0.033670635,NA,NA,NA,NA
TCAL_11000,"Similar to aldh4a1 Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (Danio rerio)",0.000583281,5,NA,NA,NA,NA,0.260283562,0.015524714,NA,NA,-0.230813076,0.055742596,-0.257094513,0.072282652
TCAL_11003,Similar to Ros1 Proto-oncogene tyrosine-protein kinase ROS (Rattus norvegicus),0.001429958,4,NA,NA,-0.448733539,0.091050931,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_11006,Similar to nrv2 Sodium/potassium-transporting ATPase subunit beta-2 (Drosophila melanogaster),2.00E-06,8,NA,NA,NA,NA,NA,NA,-0.632084516,0.000651961,NA,NA,NA,NA
TCAL_11019,Similar to kay Transcription factor kayak (Drosophila sechellia),1.13E-05,8,-0.845912512,0.000537929,-0.742980924,0.002317155,-0.653524438,0.008427127,-0.682558738,0.004741516,NA,NA,NA,NA
TCAL_11020,Similar to spartin Protein spartin (Drosophila melanogaster),0.000600442,6,NA,NA,NA,NA,-0.182540964,0.066240797,NA,NA,NA,NA,NA,NA
TCAL_11022,guanylate cyclase,0.001181831,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_11027,Similar to xyl1 Probable NAD(P)H-dependent D-xylose reductase xyl1 (Arthroderma otae (strain ATCC MYA-4605 / CBS 113480)),4.35E-07,2,NA,NA,NA,NA,0.418361206,0.000225852,NA,NA,-0.435951126,0.00012534,NA,NA
TCAL_11030,Similar to Sc5d Lathosterol oxidase (Mus musculus),NA,NA,NA,NA,-0.527185022,0.021937582,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_11032,Similar to Abhd18 Protein ABHD18 (Mus musculus),0.001215122,2,0.316695918,0.070713927,NA,NA,0.272553571,0.075300478,NA,NA,NA,NA,NA,NA
TCAL_11035,Similar to cact NF-kappa-B inhibitor cactus (Drosophila melanogaster),5.21E-09,1,NA,NA,NA,NA,NA,NA,1.099909362,1.05E-06,0.928630443,9.30E-05,NA,NA
TCAL_11049,Similar to w Protein white (Drosophila melanogaster),1.45E-07,6,NA,NA,-0.239746532,0.094910657,-0.273339201,0.023175235,-0.45739789,3.44E-06,NA,NA,NA,NA
TCAL_11063,Protein of unknown function,9.49E-06,8,NA,NA,NA,NA,-0.287690846,0.019802882,NA,NA,NA,NA,NA,NA
TCAL_11064,Similar to Slc6a5 Sodium- and chloride-dependent glycine transporter 2 (Mus musculus),NA,NA,NA,NA,NA,NA,NA,NA,0.250631131,0.026541362,0.220223181,0.083457528,NA,NA
TCAL_11065,Similar to SIK2 Serine/threonine-protein kinase SIK2 (Homo sapiens),9.44E-19,4,-0.506617721,7.89E-05,-0.659315406,6.94E-09,-0.621631512,3.73E-08,NA,NA,0.50623305,2.88E-05,NA,NA
TCAL_11074,Similar to CG7083 UPF0183 protein CG7083 (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,0.253877461,0.090400992,NA,NA,NA,NA,NA,NA
TCAL_11075,"Similar to B3GALT1 Beta-1,3-galactosyltransferase 1 (Pongo pygmaeus)",0.000556587,8,-0.558823909,0.059608685,NA,NA,-0.462049696,0.076607078,NA,NA,NA,NA,NA,NA
TCAL_11079,"Similar to v1g172254 L-2-hydroxyglutarate dehydrogenase, mitochondrial (Nematostella vectensis)",1.05E-06,2,NA,NA,NA,NA,0.386773276,0.010036065,NA,NA,-0.57822366,9.50E-06,NA,NA
TCAL_11092,Similar to TBX18 T-box transcription factor TBX18 (Homo sapiens),0.000215693,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.201563071,0.021775683
TCAL_11103,Similar to MP1 Melanization protease 1 (Drosophila melanogaster),2.65E-06,3,NA,NA,0.220859537,0.028319857,0.290078026,0.000474574,0.185959034,0.074932936,NA,NA,NA,NA
TCAL_11110,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,-0.266702672,0.098926879,NA,NA,NA,NA
TCAL_11129,Similar to CaBP1 Protein disulfide-isomerase A6 homolog (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,-0.419381098,0.038497957,NA,NA,NA,NA,NA,NA
TCAL_11137,Similar to edc3 Enhancer of mRNA-decapping protein 3 (Danio rerio),0.002893326,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
